rev_user_id,avg_stars_year_1,avg_stars_year_3,star_change,user_id,user_name
WBA1GtfuVPE0ULKe7fHRtg,5.0,1.0,-4.0,WBA1GtfuVPE0ULKe7fHRtg,Grace
3RTXnI6Rd3vLbKPTvh7rYQ,5.0,1.0,-4.0,3RTXnI6Rd3vLbKPTvh7rYQ,Trevor
3erAIHRApKy6Mo60Aq4P3g,5.0,1.0,-4.0,3erAIHRApKy6Mo60Aq4P3g,Jeannette
vUZnA5a-kTfPlUlwI0XiKA,5.0,1.0,-4.0,vUZnA5a-kTfPlUlwI0XiKA,Mary Beth
WHy8KZDZ-5EnwRQuEaFn3A,5.0,1.0,-4.0,WHy8KZDZ-5EnwRQuEaFn3A,Jeff
V3dEk-9zNDELITKmX-F2XQ,5.0,1.0,-4.0,V3dEk-9zNDELITKmX-F2XQ,D
3i8yEBUpbJ9RYBw80o0Tow,5.0,1.0,-4.0,3i8yEBUpbJ9RYBw80o0Tow,Suzann
3VmbwlFp9DmUwfBCikbvCw,5.0,1.0,-4.0,3VmbwlFp9DmUwfBCikbvCw,Anthony
WIKttEIFhGPFrsfm07L4Ow,5.0,1.0,-4.0,WIKttEIFhGPFrsfm07L4Ow,Tina
V4sOpH6FffXsfJTOwtdUnQ,5.0,1.0,-4.0,V4sOpH6FffXsfJTOwtdUnQ,Haven
3lyfK0N4s9lxAq5ES2H6Pg,5.0,1.0,-4.0,3lyfK0N4s9lxAq5ES2H6Pg,Elizabeth
3YhLRLNyehQLDEYlp8daTA,5.0,1.0,-4.0,3YhLRLNyehQLDEYlp8daTA,Eric
WJ0auX6SqsNHOFzyIF_bVg,5.0,1.0,-4.0,WJ0auX6SqsNHOFzyIF_bVg,Anna
V5AE2LsY9lfQfEfl44kvYw,5.0,1.0,-4.0,V5AE2LsY9lfQfEfl44kvYw,Stephen
3pio85igDydk7YJ--HsCcw,5.0,1.0,-4.0,3pio85igDydk7YJ--HsCcw,Jens
3gLoB7Y1yfIKH6ZyDPFZnA,5.0,1.0,-4.0,3gLoB7Y1yfIKH6ZyDPFZnA,Oliver
WQ8XN_G-y6TJTqjbUqIiaQ,5.0,1.0,-4.0,WQ8XN_G-y6TJTqjbUqIiaQ,Taylor
V7zx2WaTNQhVDremdjRo2A,5.0,1.0,-4.0,V7zx2WaTNQhVDremdjRo2A,Jessica
3sWPbkTDNxvXAe_w2MZ7RA,5.0,1.0,-4.0,3sWPbkTDNxvXAe_w2MZ7RA,Steve
3j-Jw5fpnUNNS-tw2H-fWQ,5.0,1.0,-4.0,3j-Jw5fpnUNNS-tw2H-fWQ,Beth
WQAoUeqt6IbF3G6jrCmQBw,5.0,1.0,-4.0,WQAoUeqt6IbF3G6jrCmQBw,Jerel
VA62hY00X44nempjfUhCVA,5.0,1.0,-4.0,VA62hY00X44nempjfUhCVA,Mike
4-PoBm2G0GpTE3O7c6aV4Q,5.0,1.0,-4.0,4-PoBm2G0GpTE3O7c6aV4Q,Carla
3lYiI77ei8qTa5ntpV72eA,5.0,1.0,-4.0,3lYiI77ei8qTa5ntpV72eA,Kathryn
WUw7xMms_UCKT3j4Nq7ZcQ,5.0,1.0,-4.0,WUw7xMms_UCKT3j4Nq7ZcQ,Krista
VAis9cAyDXalQTUIE4CceQ,5.0,1.0,-4.0,VAis9cAyDXalQTUIE4CceQ,Mike
40UExY4CQmu_8BT2lqujDw,5.0,1.0,-4.0,40UExY4CQmu_8BT2lqujDw,Bob
3rr0Bx0kG5iwWCL-vh8rjA,5.0,1.0,-4.0,3rr0Bx0kG5iwWCL-vh8rjA,Nicole
WXULPn1yiAa29kp8NX-jiw,5.0,1.0,-4.0,WXULPn1yiAa29kp8NX-jiw,Cory
VCELc8l7hbTe_wYA9Bzf7Q,5.0,1.0,-4.0,VCELc8l7hbTe_wYA9Bzf7Q,Me
44I1ptjHIGqIPvtr6mkSDA,5.0,1.0,-4.0,44I1ptjHIGqIPvtr6mkSDA,Brandon
409SpaTF2j1mPCXR2f7sFQ,5.0,1.0,-4.0,409SpaTF2j1mPCXR2f7sFQ,Jessie
WZIteYsFpV2Ooi77sc8-AQ,5.0,1.0,-4.0,WZIteYsFpV2Ooi77sc8-AQ,Beanie
VEamcorsy-r62cgMnjlGZg,5.0,1.0,-4.0,VEamcorsy-r62cgMnjlGZg,Lindsey
48lzELDUkKBQijn6Q2J8tA,5.0,1.0,-4.0,48lzELDUkKBQijn6Q2J8tA,Miranda
45cOOjriIRfd6SDuJyaC5w,5.0,1.0,-4.0,45cOOjriIRfd6SDuJyaC5w,Christine
Wb3pY4lxmKl-HFpJaz2uCw,5.0,1.0,-4.0,Wb3pY4lxmKl-HFpJaz2uCw,Alfredo
VHSW9xCNNUlDeJ46vVVOEQ,5.0,1.0,-4.0,VHSW9xCNNUlDeJ46vVVOEQ,S
4CroesOxCSGddLJoZj-o5g,5.0,1.0,-4.0,4CroesOxCSGddLJoZj-o5g,Doug
47pyoAnsUUvpQN7korrbNQ,5.0,1.0,-4.0,47pyoAnsUUvpQN7korrbNQ,Gwen
WcdaELIO2k9NrMiYJTgTbQ,5.0,1.0,-4.0,WcdaELIO2k9NrMiYJTgTbQ,Nicole
VQeyYuj48bU9VFTiUe23ng,5.0,1.0,-4.0,VQeyYuj48bU9VFTiUe23ng,Susan
4HmV4Ulgz_EFbK_e9r5ilw,5.0,1.0,-4.0,4HmV4Ulgz_EFbK_e9r5ilw,Tammy
499aJYqb98pv6zDXzBbgCg,5.0,1.0,-4.0,499aJYqb98pv6zDXzBbgCg,Julie
Wduz2Ifk8afc0SgeOAtQoA,5.0,1.0,-4.0,Wduz2Ifk8afc0SgeOAtQoA,Randi
VQnWProQNFrbUYp84p4xcA,5.0,1.0,-4.0,VQnWProQNFrbUYp84p4xcA,Chris
4JL-nFd0oWJd0u_PCdNiXQ,5.0,1.0,-4.0,4JL-nFd0oWJd0u_PCdNiXQ,Kim
4HHK-DXKQTfMXAhG4DiOZw,5.0,1.0,-4.0,4HHK-DXKQTfMXAhG4DiOZw,Corey
Whh0OTs22hFUfyeNk39oxA,5.0,1.0,-4.0,Whh0OTs22hFUfyeNk39oxA,Jason
VQrxMML-FDHCU2RKt26ucw,5.0,1.0,-4.0,VQrxMML-FDHCU2RKt26ucw,Reginald
4Ng6C_1fwrdLiWk3m4hZ-A,5.0,1.0,-4.0,4Ng6C_1fwrdLiWk3m4hZ-A,Bobby
4IJpITglSGy7Wtirdvurpg,5.0,1.0,-4.0,4IJpITglSGy7Wtirdvurpg,Melanie
WiKJNsU20WAlxotcnMrSBA,5.0,1.0,-4.0,WiKJNsU20WAlxotcnMrSBA,Melissa
VRE1mtyTCY38cw3TGEjp4Q,5.0,1.0,-4.0,VRE1mtyTCY38cw3TGEjp4Q,Dominique
4Qv7plEvsoEotMes0SAZ6Q,5.0,1.0,-4.0,4Qv7plEvsoEotMes0SAZ6Q,Col
4OGzKkcPpWuFBW_vI6pYMQ,5.0,1.0,-4.0,4OGzKkcPpWuFBW_vI6pYMQ,Kimberlee
Wih0DuVJ8SHG6a_xEnpRXQ,5.0,1.0,-4.0,Wih0DuVJ8SHG6a_xEnpRXQ,Jessica
VWTG2HLiK3dD2MKjQncRng,5.0,1.0,-4.0,VWTG2HLiK3dD2MKjQncRng,Dan
4TAQnXZYb9Eeb-cQIXXJtg,5.0,1.0,-4.0,4TAQnXZYb9Eeb-cQIXXJtg,Maria
4RsLk7XUrYuWvBJXI0zsOQ,5.0,1.0,-4.0,4RsLk7XUrYuWvBJXI0zsOQ,Robert
WmhPKEg4fwH0jhZxtyXY0g,5.0,1.0,-4.0,WmhPKEg4fwH0jhZxtyXY0g,Kristin
VW_96gh7E77ooMBxnwbCWg,5.0,1.0,-4.0,VW_96gh7E77ooMBxnwbCWg,Judi
4Wd6SqZ6PaPM0Gu1rZoIOw,5.0,1.0,-4.0,4Wd6SqZ6PaPM0Gu1rZoIOw,Meg
4apc56JGynO_Quc3H39GRA,5.0,1.0,-4.0,4apc56JGynO_Quc3H39GRA,Jessica
WnFawfGoCqtsMKfGsz7Dvg,5.0,1.0,-4.0,WnFawfGoCqtsMKfGsz7Dvg,Emily
VX7wSS5dCrU7Dhk-OheKQg,5.0,1.0,-4.0,VX7wSS5dCrU7Dhk-OheKQg,Allison
4_HYLDAtBOobyDTYxPTV4w,5.0,1.0,-4.0,4_HYLDAtBOobyDTYxPTV4w,Sara
4pTkx5_Sb9fdFYx0GCCKrA,5.0,1.0,-4.0,4pTkx5_Sb9fdFYx0GCCKrA,Nicholas
WnPOagyfp_x1f09cNh94QQ,5.0,1.0,-4.0,WnPOagyfp_x1f09cNh94QQ,James
VbPU1Slfb261owuj-p1J_Q,5.0,1.0,-4.0,VbPU1Slfb261owuj-p1J_Q,Bradley
4dlr4uXJzt5_99oEcZjTgA,5.0,1.0,-4.0,4dlr4uXJzt5_99oEcZjTgA,Robert
4ySg89d-AvXGzUKPcgWDPw,5.0,1.0,-4.0,4ySg89d-AvXGzUKPcgWDPw,kate
Wsj4V_7XGTm8xHgh0U97Rw,5.0,1.0,-4.0,Wsj4V_7XGTm8xHgh0U97Rw,Brenda
VcI29eNB8qhapjC_tHe89w,5.0,1.0,-4.0,VcI29eNB8qhapjC_tHe89w,Michelle
4ghmGsefPJcnbNADq0ReQQ,5.0,1.0,-4.0,4ghmGsefPJcnbNADq0ReQQ,Tegan
5CcFOa5Py2QmsruZ1a1QWA,5.0,1.0,-4.0,5CcFOa5Py2QmsruZ1a1QWA,Star
WuIfBFBr0Teb8dS-xeCwXw,5.0,1.0,-4.0,WuIfBFBr0Teb8dS-xeCwXw,John
Ve2PG7gVHKTT3Td0TXMFyQ,5.0,1.0,-4.0,Ve2PG7gVHKTT3Td0TXMFyQ,Avishay
4hIe4aUyV87YkHZtsLOCQA,5.0,1.0,-4.0,4hIe4aUyV87YkHZtsLOCQA,D
5HzRonVbkYRQYXE3KW3NAw,5.0,1.0,-4.0,5HzRonVbkYRQYXE3KW3NAw,Tina
WumakskvdOvNiL5tYzpxIg,5.0,1.0,-4.0,WumakskvdOvNiL5tYzpxIg,Lisa
VeHPjqVw_lamY2T0t8M1jQ,5.0,1.0,-4.0,VeHPjqVw_lamY2T0t8M1jQ,Bryan
4hzAtNaV3fTrT3mRpuECwQ,5.0,1.0,-4.0,4hzAtNaV3fTrT3mRpuECwQ,Gabriel
5Mr0cK70_1mMgSvzxq0TxA,5.0,1.0,-4.0,5Mr0cK70_1mMgSvzxq0TxA,Matthew
WwbKmtPLC3MNn-g2oE44LA,5.0,1.0,-4.0,WwbKmtPLC3MNn-g2oE44LA,Kingsley
Ve_jeQJ-v2huBpX_nYTk-g,5.0,1.0,-4.0,Ve_jeQJ-v2huBpX_nYTk-g,Tara
4n8XQx2N3ziNfv9x_VEa7g,5.0,1.0,-4.0,4n8XQx2N3ziNfv9x_VEa7g,James
5OUzLp-RiP9a_1DBuTU0dQ,5.0,1.0,-4.0,5OUzLp-RiP9a_1DBuTU0dQ,Neal
WyJ06iSO1MozZT9K5nZEcA,5.0,1.0,-4.0,WyJ06iSO1MozZT9K5nZEcA,Veronica
VggFXDyAcyVgtv9XwuU3Tg,5.0,1.0,-4.0,VggFXDyAcyVgtv9XwuU3Tg,Jake
4pCy06a562lpVnOMVov0hA,5.0,1.0,-4.0,4pCy06a562lpVnOMVov0hA,Maria
5SZBRRiWIabTxx9l_QJafQ,5.0,1.0,-4.0,5SZBRRiWIabTxx9l_QJafQ,Regine
X3w8MFyQ_EK9mOVl0hjJjA,5.0,1.0,-4.0,X3w8MFyQ_EK9mOVl0hjJjA,Monica
Vh5FfwI3RP2nEkmV5XU51A,5.0,1.0,-4.0,Vh5FfwI3RP2nEkmV5XU51A,Kira
4ty26Jyb_oi1YtYPWFPdFA,5.0,1.0,-4.0,4ty26Jyb_oi1YtYPWFPdFA,Sherry
5TKVoaJdJVKLPRRi0VG7Ng,5.0,1.0,-4.0,5TKVoaJdJVKLPRRi0VG7Ng,John
XBpVXzOBme1ab1jXiyUjAA,5.0,1.0,-4.0,XBpVXzOBme1ab1jXiyUjAA,Monica
Vi7NnQSkNedS0ImYTWk5Wg,5.0,1.0,-4.0,Vi7NnQSkNedS0ImYTWk5Wg,Keila
51gChR496k0d7bnrbX30hg,5.0,1.0,-4.0,51gChR496k0d7bnrbX30hg,James
5Tt_80N-QIyVrdRfRHNFbQ,5.0,1.0,-4.0,5Tt_80N-QIyVrdRfRHNFbQ,Sylvia
XD0HjOsYSnWmXlEbJ6hKKQ,5.0,1.0,-4.0,XD0HjOsYSnWmXlEbJ6hKKQ,Mark
ViNlA1i77rBhbQT_L2QMhA,5.0,1.0,-4.0,ViNlA1i77rBhbQT_L2QMhA,Joe
53OzseL6lvSYjHPVLzYzPQ,5.0,1.0,-4.0,53OzseL6lvSYjHPVLzYzPQ,Daisy
5YFsXxEu-A4F93nHag0W3A,5.0,1.0,-4.0,5YFsXxEu-A4F93nHag0W3A,Allan
XGHoE-UiKmmq__ASRaM6vA,5.0,1.0,-4.0,XGHoE-UiKmmq__ASRaM6vA,Valeria
VihkYkRGWy4HiIY7cqHHNA,5.0,1.0,-4.0,VihkYkRGWy4HiIY7cqHHNA,Miranda
5D41PPcGZt_g80HdCRVY-A,5.0,1.0,-4.0,5D41PPcGZt_g80HdCRVY-A,Shannon
5ZX_juiPOJ0H-q5rauLHxw,5.0,1.0,-4.0,5ZX_juiPOJ0H-q5rauLHxw,Eddie
XMriO6iHuuW5n91qf3aHkg,5.0,1.0,-4.0,XMriO6iHuuW5n91qf3aHkg,Patty
VpauhL2gLWNIXk0vF8pJKg,5.0,1.0,-4.0,VpauhL2gLWNIXk0vF8pJKg,Monique
5Nibr7UKCB5xqKG6bRS4cQ,5.0,1.0,-4.0,5Nibr7UKCB5xqKG6bRS4cQ,Chidinma
5jvDStoktvQ5G2MdmBaBVQ,5.0,1.0,-4.0,5jvDStoktvQ5G2MdmBaBVQ,Mike
XNQ9xGk9yCme0pqSFGyTaA,5.0,1.0,-4.0,XNQ9xGk9yCme0pqSFGyTaA,Rashiona
VrB6fkN_lT7W1bApGGh5tg,5.0,1.0,-4.0,VrB6fkN_lT7W1bApGGh5tg,Alex
5RNRfrZsT2Ut_fsYKhXiDw,5.0,1.0,-4.0,5RNRfrZsT2Ut_fsYKhXiDw,David
5v4Y824OzdRDusCj8i9MxA,5.0,1.0,-4.0,5v4Y824OzdRDusCj8i9MxA,Khalid
XOjDtIL_Fs5b0Lm0486wTg,5.0,1.0,-4.0,XOjDtIL_Fs5b0Lm0486wTg,Shelly
VvMl_wuqS1N0UVSHZeeFlg,5.0,1.0,-4.0,VvMl_wuqS1N0UVSHZeeFlg,Diana
5Z_nND8byhuLCioo1QBxfw,5.0,1.0,-4.0,5Z_nND8byhuLCioo1QBxfw,Jason
5xxnHBdGjRuJUfa25GighA,5.0,1.0,-4.0,5xxnHBdGjRuJUfa25GighA,Sam
XSJ2ty2i-rW-FMtCkcnlCA,5.0,1.0,-4.0,XSJ2ty2i-rW-FMtCkcnlCA,Rosa
W0diYsPwAMflHc_HQ48GNw,5.0,1.0,-4.0,W0diYsPwAMflHc_HQ48GNw,P
5aKXxntSBmVcDub0TN9BWw,5.0,1.0,-4.0,5aKXxntSBmVcDub0TN9BWw,Stephanie
60ymOFGCeSBdmSHO74YrgQ,5.0,1.0,-4.0,60ymOFGCeSBdmSHO74YrgQ,Kristin
XSzMz-1SjTthXPk8oTViQA,5.0,1.0,-4.0,XSzMz-1SjTthXPk8oTViQA,Hakeem
W4PSaih815u-bq9dnvwvvw,5.0,1.0,-4.0,W4PSaih815u-bq9dnvwvvw,Gus
5fp9LXa0C-NsIBB08DC05w,5.0,1.0,-4.0,5fp9LXa0C-NsIBB08DC05w,Jomico
65H00BvvCgtgD2PfTDR1cA,5.0,1.0,-4.0,65H00BvvCgtgD2PfTDR1cA,Louise
XViQffYibVjim-oUA54_Ng,5.0,1.0,-4.0,XViQffYibVjim-oUA54_Ng,Tod
W6GEKvnVaXBu3ggeXMCcCg,5.0,1.0,-4.0,W6GEKvnVaXBu3ggeXMCcCg,Steven
5oO-CUc5-BCEPwUSIEHO1A,5.0,1.0,-4.0,5oO-CUc5-BCEPwUSIEHO1A,Dan
69C-XODxPU4IkhuTmuUjRQ,5.0,1.0,-4.0,69C-XODxPU4IkhuTmuUjRQ,Amy
XbZt0hG6xP8JX-k1FGgIDQ,5.0,1.0,-4.0,XbZt0hG6xP8JX-k1FGgIDQ,Nate
W6kRAdabhoS9k4SEPy-luw,5.0,1.0,-4.0,W6kRAdabhoS9k4SEPy-luw,Issac
5vbPKcw7T38F-V1VrEwz2w,5.0,1.0,-4.0,5vbPKcw7T38F-V1VrEwz2w,Paula
6J0u-0rg61zPoEiarHbmow,5.0,1.0,-4.0,6J0u-0rg61zPoEiarHbmow,Anthony
XddDpOI9LmZv69WddQRrKA,5.0,1.0,-4.0,XddDpOI9LmZv69WddQRrKA,Oran
W7W_lWo-K7_lTXpcf2Ianw,5.0,1.0,-4.0,W7W_lWo-K7_lTXpcf2Ianw,Joshua
5xdIzZbNNa-LXTlcrc2Ijg,5.0,1.0,-4.0,5xdIzZbNNa-LXTlcrc2Ijg,Spencer
6JYwS13kbfVGI_5OTA_0GA,5.0,1.0,-4.0,6JYwS13kbfVGI_5OTA_0GA,Devin
XdgZKuw1hwxCZcPfRJHmNQ,5.0,1.0,-4.0,XdgZKuw1hwxCZcPfRJHmNQ,Jennifer
WBbukV0ZHLX9pewpCxRIsQ,5.0,1.0,-4.0,WBbukV0ZHLX9pewpCxRIsQ,Diane
66nw7Yu94SSUSmkZLDgNQw,5.0,1.0,-4.0,66nw7Yu94SSUSmkZLDgNQw,Jared
6WTQTfEngE5h2yqzJI9UiQ,5.0,1.0,-4.0,6WTQTfEngE5h2yqzJI9UiQ,Jennifer
XfGuwbSYZr4XN9jSHdux7A,5.0,1.0,-4.0,XfGuwbSYZr4XN9jSHdux7A,Maura
WC0SaAtBCaPjV_yoVa5r3g,5.0,1.0,-4.0,WC0SaAtBCaPjV_yoVa5r3g,Phyllis
69P9lY2PyPVmJuaf4XKZBQ,5.0,1.0,-4.0,69P9lY2PyPVmJuaf4XKZBQ,Linda
6amCzs5tP9Grn_ZsbyYZoQ,5.0,1.0,-4.0,6amCzs5tP9Grn_ZsbyYZoQ,Paul
XkV4pxhE-AEMoOk4CeqxYQ,5.0,1.0,-4.0,XkV4pxhE-AEMoOk4CeqxYQ,Jack
WDsfpbAOcPwOn1DVlkWIBg,5.0,1.0,-4.0,WDsfpbAOcPwOn1DVlkWIBg,Mary
6F0yIyx9rNed1BKwNdLssA,5.0,1.0,-4.0,6F0yIyx9rNed1BKwNdLssA,Sam
vO4Oar9vGzo9Br18PDH46g,5.0,1.0,-4.0,vO4Oar9vGzo9Br18PDH46g,Melodie
Xl6-f-1WjVYEsDQF08Wpbw,5.0,1.0,-4.0,Xl6-f-1WjVYEsDQF08Wpbw,Faith
WEf8p1ERQxWe83-O06i-aA,5.0,1.0,-4.0,WEf8p1ERQxWe83-O06i-aA,Linda
6HFBIYT_AaRaCt3hJBVQ3g,5.0,1.0,-4.0,6HFBIYT_AaRaCt3hJBVQ3g,Naomi
6nqRmY6NbttSpzWkVzMKsA,5.0,1.0,-4.0,6nqRmY6NbttSpzWkVzMKsA,Brian
Xp8r401XBHH7hCc2k_qoaA,5.0,1.0,-4.0,Xp8r401XBHH7hCc2k_qoaA,Addie
WH9Q09zcxkmPKwGC0bJqVw,5.0,1.0,-4.0,WH9Q09zcxkmPKwGC0bJqVw,Daniel
6OayBilvKtjLmla_EWTajA,5.0,1.0,-4.0,6OayBilvKtjLmla_EWTajA,Brandi
6pXzSPLjQ_wAHkseDCdL-g,5.0,1.0,-4.0,6pXzSPLjQ_wAHkseDCdL-g,Morg
XrIAT8piwBCyJqzhIhl5Ow,5.0,1.0,-4.0,XrIAT8piwBCyJqzhIhl5Ow,Jimmy
WIxUIeihfkIPASMpU-2hZA,5.0,1.0,-4.0,WIxUIeihfkIPASMpU-2hZA,Janelle
6U7oNatlAvm_Edg4kcn66Q,5.0,1.0,-4.0,6U7oNatlAvm_Edg4kcn66Q,Tim
6qdauppZipZtfUZ8yzKtCQ,5.0,1.0,-4.0,6qdauppZipZtfUZ8yzKtCQ,Robert
Xx3SUEa9zIcvhAwt9ZTTLA,5.0,1.0,-4.0,Xx3SUEa9zIcvhAwt9ZTTLA,Holly
WJi9bJIWxON1-7kLIXtFZA,5.0,1.0,-4.0,WJi9bJIWxON1-7kLIXtFZA,Debbie
6YIxKE_JKYeW9ixEbAhalg,5.0,1.0,-4.0,6YIxKE_JKYeW9ixEbAhalg,Chelsea
6x8pujxPUSknm2MoNgEVIQ,5.0,1.0,-4.0,6x8pujxPUSknm2MoNgEVIQ,Katie
XxamNJQ0ME3c1rErNFUJ3A,5.0,1.0,-4.0,XxamNJQ0ME3c1rErNFUJ3A,Gail
WKMFHVThlZpYBuFVz9bing,5.0,1.0,-4.0,WKMFHVThlZpYBuFVz9bing,Edgardo
6ds-eI5wJh9GUDQJdJbuqw,5.0,1.0,-4.0,6ds-eI5wJh9GUDQJdJbuqw,Kelly
71SV1C9qRegGXW0qbneafQ,5.0,1.0,-4.0,71SV1C9qRegGXW0qbneafQ,Katy
Y1tSJmHKvIIv1jESEupkcg,5.0,1.0,-4.0,Y1tSJmHKvIIv1jESEupkcg,Nancy
WL_brmercN3QSJ9dRyZEag,5.0,1.0,-4.0,WL_brmercN3QSJ9dRyZEag,Loraine
6ff5y5bgI-jzxTtYdJIvqA,5.0,1.0,-4.0,6ff5y5bgI-jzxTtYdJIvqA,Dr. Anna
76VgbbJZ1b6sEA3-rJHa5w,5.0,1.0,-4.0,76VgbbJZ1b6sEA3-rJHa5w,Neil
Y5Cm1W5xIavEjFF5cEqJlQ,5.0,1.0,-4.0,Y5Cm1W5xIavEjFF5cEqJlQ,E
WQLZ0UbsRdmat9z9nHMTKA,5.0,1.0,-4.0,WQLZ0UbsRdmat9z9nHMTKA,Mitra
6k1OZPVS2k3pkl7eSZIVDQ,5.0,1.0,-4.0,6k1OZPVS2k3pkl7eSZIVDQ,Bryan
7AosOzGPqAdzCjSAsxLd8g,5.0,1.0,-4.0,7AosOzGPqAdzCjSAsxLd8g,David
Y5gtbTjv0TyR2DEHg46y0w,5.0,1.0,-4.0,Y5gtbTjv0TyR2DEHg46y0w,Angelica
WR3Qp6vrlLkhG7LOj8QWeA,5.0,1.0,-4.0,WR3Qp6vrlLkhG7LOj8QWeA,Sarah
6oW2V1NH04ny4yMh4cSwag,5.0,1.0,-4.0,6oW2V1NH04ny4yMh4cSwag,Hannah
7ErBqZ0e_qV23tJM1psVYw,5.0,1.0,-4.0,7ErBqZ0e_qV23tJM1psVYw,Michael
Y9t2SwluiaHc05SOVJPvmw,5.0,1.0,-4.0,Y9t2SwluiaHc05SOVJPvmw,Alex
WU7SdJyvW7mORNvSZzT38A,5.0,1.0,-4.0,WU7SdJyvW7mORNvSZzT38A,Lajib
6pOSRo4Um2DEaiV3NWOhvQ,5.0,1.0,-4.0,6pOSRo4Um2DEaiV3NWOhvQ,Becky
7Kmyhmd4ifLvkqbT0LIfpQ,5.0,1.0,-4.0,7Kmyhmd4ifLvkqbT0LIfpQ,Nikki
Y9ytsVQ65S50PALkxOULcQ,5.0,1.0,-4.0,Y9ytsVQ65S50PALkxOULcQ,Shoe
WWHgHMeA93HRpxAaqq4W1Q,5.0,1.0,-4.0,WWHgHMeA93HRpxAaqq4W1Q,Katherine
6uSTFCYrBbAH0qxqI2y6vA,5.0,1.0,-4.0,6uSTFCYrBbAH0qxqI2y6vA,Jeff
7MfD5GRlUjorgaqWBlV60Q,5.0,1.0,-4.0,7MfD5GRlUjorgaqWBlV60Q,Brittany
YBSHjwjYqD8EXxDdQU2hUg,5.0,1.0,-4.0,YBSHjwjYqD8EXxDdQU2hUg,Kate
WhizaV1QYoKYCHD1bDM10g,5.0,1.0,-4.0,WhizaV1QYoKYCHD1bDM10g,Barbara
7-rEcSpUoA2D1BgrUr3o8A,5.0,1.0,-4.0,7-rEcSpUoA2D1BgrUr3o8A,Dominice
7SDEud_h-faxCb6zk6U5Lw,5.0,1.0,-4.0,7SDEud_h-faxCb6zk6U5Lw,Yolanda
YCQXtbHA45lQd9gibcSElg,5.0,1.0,-4.0,YCQXtbHA45lQd9gibcSElg,John
WiMnYVrmgf9y21Ss2EwT5A,5.0,1.0,-4.0,WiMnYVrmgf9y21Ss2EwT5A,Josh
76tlTSG3fcKYgPhkYPPE7A,5.0,1.0,-4.0,76tlTSG3fcKYgPhkYPPE7A,Arika
7YCdMd02mnZriT38dM8Fkw,5.0,1.0,-4.0,7YCdMd02mnZriT38dM8Fkw,Jerry
YEIX88ZJ2LQ2zWTqg4havQ,5.0,1.0,-4.0,YEIX88ZJ2LQ2zWTqg4havQ,Anisha
Wjbod0Q7328rGAVpD0NIFQ,5.0,1.0,-4.0,Wjbod0Q7328rGAVpD0NIFQ,Maria
78gTt189xY7QpkH5mMn5cg,5.0,1.0,-4.0,78gTt189xY7QpkH5mMn5cg,Henry
7aVgQfPmTIWH3xfV7UXhTw,5.0,1.0,-4.0,7aVgQfPmTIWH3xfV7UXhTw,Chad
YEwp5wHsnpRPBggZNCW2qQ,5.0,1.0,-4.0,YEwp5wHsnpRPBggZNCW2qQ,Rosemary
Wnpd1ke7a1XyiDvZ927FCQ,5.0,1.0,-4.0,Wnpd1ke7a1XyiDvZ927FCQ,Patricia
7ASK6NEggHrn4sf7snE95g,5.0,1.0,-4.0,7ASK6NEggHrn4sf7snE95g,Russel
7jA4R26LnsnErPpLYW_tHw,5.0,1.0,-4.0,7jA4R26LnsnErPpLYW_tHw,Maureen
YHClaAGwRMXkETf4aBIkAg,5.0,1.0,-4.0,YHClaAGwRMXkETf4aBIkAg,Calon
WtUnchu1m47MTv40JLmfeQ,5.0,1.0,-4.0,WtUnchu1m47MTv40JLmfeQ,Jose
7Gp0Mi08MbrO8VzDsP-pKQ,5.0,1.0,-4.0,7Gp0Mi08MbrO8VzDsP-pKQ,Greg
7ns8Uvj9fHTSIigTF-B1Lg,5.0,1.0,-4.0,7ns8Uvj9fHTSIigTF-B1Lg,Preston
YHUk2F9ucWgK9LxIqkFjLQ,5.0,1.0,-4.0,YHUk2F9ucWgK9LxIqkFjLQ,Caitlin
Wu4pMrWHYKLZrbEqp2UJpg,5.0,1.0,-4.0,Wu4pMrWHYKLZrbEqp2UJpg,Loida
7LMxHFp3YLfkA1AyyfVeNQ,5.0,1.0,-4.0,7LMxHFp3YLfkA1AyyfVeNQ,Steven
7pW90P90BCKEFKxDWYQuaA,5.0,1.0,-4.0,7pW90P90BCKEFKxDWYQuaA,Steven
YI6IkjrlE8Ywj6McRgfinQ,5.0,1.0,-4.0,YI6IkjrlE8Ywj6McRgfinQ,Jill
WxhuDCu01B3ThnEH_sBIlw,5.0,1.0,-4.0,WxhuDCu01B3ThnEH_sBIlw,Denise
7QIHt_QtewFoYp4FXccmcg,5.0,1.0,-4.0,7QIHt_QtewFoYp4FXccmcg,Shannon
7ubitFVnubBzheodsRdN4w,5.0,1.0,-4.0,7ubitFVnubBzheodsRdN4w,Tanner
YJuxUCZ9JywruxlZLv5buA,5.0,1.0,-4.0,YJuxUCZ9JywruxlZLv5buA,Carrie
X-w0QXTvUo3Y7htUJRHukw,5.0,1.0,-4.0,X-w0QXTvUo3Y7htUJRHukw,Mindy
7R-isAanMgPgNO43xBIgPQ,5.0,1.0,-4.0,7R-isAanMgPgNO43xBIgPQ,Alla
7zSPeT_XU2pyz8z7aPKqeA,5.0,1.0,-4.0,7zSPeT_XU2pyz8z7aPKqeA,Erica
