city,rank,name,stars,review_count,checkin_count,combined_score
Casas Adobes,2,Nail Trix and Spa,2.0,17,9,0.16072566975044553
Caseyville,1,Tres Caminos,4.5,70,84,0.3632581185164907
Caseyville,2,Dairy Haven,4.5,35,143,0.36221014241258725
Caseyville,3,South Main Diner,4.5,38,28,0.36166743485433417
Caseyville,4,"Morrison Plumbing, Heating and Air",4.5,25,2,0.36100252139627004
Caseyville,5,East Town Donuts,4.5,11,5,0.3604648130044172
Castleton,1,By Meow Natural Effect,5.0,23,15,0.4009980330935896
Castleton,2,DSW Designer Shoe Warehouse,4.0,26,152,0.3219051567719122
Castleton,3,Perkins Restaurant & Bakery,4.0,20,146,0.3216327934287681
Castleton,4,PetSmart,3.5,40,191,0.2826845037031943
Castleton,5,Eyeglass World,3.5,19,18,0.2808567306213984
Catalina,1,It's Greek To Me,4.5,165,111,0.3671793138143389
Catalina,2,Catalina Craft Pizza,4.0,84,37,0.3235426817717987
Catalina,3,Bubb's Grub,3.5,203,268,0.28958892418263427
Catalina,4,Sammy's Mexican Grill,3.5,169,57,0.2870271980600801
Catalina,5,ACE Hardware,2.5,11,9,0.20048782619864847
Catalina Foothills,1,RECON Auto Detailing,5.0,47,15,0.4019494073007778
Catalina Foothills,2,Blackett's Ridge,5.0,14,28,0.400716060647146
Cedar Brook,1,Cold Cow,4.5,15,38,0.3608132342246905
Cedar Brook,2,Francesco's,4.0,24,16,0.32104342698411364
Cedar Brook,3,Stephanies Too,3.0,24,4,0.24097438740141952
Cedar Brook,4,Bella Luna,2.5,11,1,0.20044179981018576
Cedars,1,Olcé Pizza Grille,4.5,125,187,0.3660309408260878
Cedars,2,Del Prado,4.5,30,51,0.3614826359854351
Cedars,3,19 Bella,4.0,210,257,0.3298031220422613
Cedars,4,The Keystone Lounge,3.5,32,26,0.28141808470542135
Center Square,1,Wawa,3.5,21,319,0.28266775467124056
Centreville,1,Boxers N Briefs,3.0,14,7,0.2405952413774313
Cerritos,1,Sears Auto Center,3.0,130,187,0.24622914378591856
Chadds Ford,1,Energy Intuit,5.0,23,49,0.4011936452445562
Chadds Ford,2,Dashing Dogs Grooming Studio,5.0,15,2,0.4006061154766083
Chadds Ford,3,Tribe,5.0,14,8,0.4006009946759892
Chadds Ford,4,Brandywine View Antiques,5.0,11,4,0.4004590597058593
Chadds Ford,5,Antica Italian Restaurant,4.5,206,93,0.3687010187109109
Chalfont,1,The Happy Mixer Gluten Free Bakery,5.0,84,192,0.4044344430482638
Chalfont,2,Ark Animal Hospital of Chalfont,5.0,73,25,0.40303759567747666
Chalfont,3,Mitchell's Auto Service,5.0,13,1,0.4005210809941181
Chalfont,4,Bonnie's Flowers,5.0,11,1,0.4004417998101858
Chalfont,5,Hachi,4.5,258,205,0.37140669893163
Chalmette,1,Secret Thai Restaurant,4.5,146,103,0.36638011617851884
Chalmette,2,Beignets & More,4.5,83,121,0.3639863182586911
Chalmette,3,Cafe Aquarius,4.5,34,26,0.36149736588935377
Chalmette,4,3D Auto Detailing ,4.5,24,4,0.36097438740141957
Chalmette,5,Jeanfreau Super Market,4.5,20,25,0.3609366443032695
Cheltenham,1,Sol Levante Bakery,5.0,58,68,0.4026903786359712
Cheltenham,2,Blend Lab Groom Society,5.0,12,7,0.400515960193499
Cheltenham,3,Pita Pocket Eatery,4.5,112,84,0.36492302337907
Cheltenham,4,Hawkins Appliance Repair,4.5,26,0,0.36103065539112056
Cheltenham,5,Executive Auto Body,4.5,18,2,0.3607250372525069
Cheltenham Township,1,Mama’s Diner,4.0,45,17,0.32188163271396114
Cheltenham Township,2,Go Hyang San Chun,4.0,15,18,0.32069816825353376
Cherry Hil,1,Royal Mile Coffee Roasters,4.5,14,6,0.36058948807887353
Cherry Hill,1,Bury The Hatchet Cherry Hill,5.0,105,47,0.4044326671886667
Cherry Hill,2,Steves iPhone Repair,5.0,75,75,0.403404541789301
Cherry Hill,3,Chopper's Hatchet House,5.0,46,33,0.40201332608285273
Cherry Hill,4,Sam's Flowers,5.0,45,15,0.4018701261168454
Cherry Hill,5,Cassara Chiropractic Center,5.0,18,120,0.401403926482332
Chesilhurst,1,Graziano's Ristoranti,4.0,59,35,0.3225401603755287
Chesilhurst,2,Grilly Cheese,4.0,14,2,0.3205664748846422
Chesilhurst,3,Brother Bear's BBQ and Catering,3.5,20,8,0.28083883822778616
Chester,1,Philadelphia Union,5.0,12,87,0.40097622407812616
Chester,2,Just Pizza,4.5,16,8,0.3606802758599216
Chester,3,Furillo's Sandwich Shop,4.5,14,4,0.36057798148175785
Chester,4,Ob's Jamaican Restaurant,4.0,29,32,0.32133368272087
Chester,5,Phatso's Bakery,4.0,26,25,0.3211744878550666
Chester Heights,1,Hamanassett Bed & Breakfast,4.0,20,3,0.32081007173499704
Chester Springs,1,Scooped Ice Cream,5.0,38,40,0.4017364744370282
Chester Springs,2,Ludwigs Corner Veterinary Hospital,5.0,14,5,0.40058373478031567
Chester Springs,3,Earthspeak,5.0,13,3,0.4005325875912338
Chester Springs,3,Eagle Service Center,5.0,13,3,0.4005325875912338
Chester Springs,4,Montesano Bros Trattoria & Catering,4.5,97,47,0.3641155424529373
Chester Springs,5,Lemon Tree Asian Restaurant,4.5,76,67,0.3633981559928045
Chester Township,1,CK Seidman Appliance,4.5,11,2,0.36044755310874366
Chesterbrook,1,HG Coal Fired Pizza,4.5,85,26,0.3635190360796286
Chesterbrook,2,Diane's Sidewalk Deli,4.0,87,134,0.32421967350780767
Chesterbrook,3,Pizza Land,3.5,11,12,0.28050508609432195
Chesterbrook,4,Rite Aid,3.0,13,8,0.24056135408402296
Chesterbrook,5,Manhattan Bagel,2.0,40,19,0.1616949363512459
Chesterfield,1,GreenTrails Mobil,5.0,20,247,0.4022138765831099
Chesterfield,2,Three Dog Bakery,5.0,19,130,0.4015011000598765
Chesterfield,3,RJ Chocolatier,5.0,17,40,0.40090402200573855
Chesterfield,4,Zengel Flowers And Gifts,5.0,20,2,0.40080431843643916
Chesterfield,5,"Homer Sedighi, DMD",5.0,15,1,0.40060036217805045
Chestnut Hill,1,JDog Junk Removal and Hauling,5.0,47,1,0.40186886112096804
Chestnut Hill,2,Hipster Home,5.0,36,66,0.4018067790155997
Chestnut Hill,3,Staples,3.5,24,53,0.28125629903075366
Chicago,1,North Avenue Collective,5.0,11,1,0.4004417998101858
Chichester,1,Duffers Mill,3.5,40,93,0.28212068044452604
Christiana,1,honeygrow,3.5,61,46,0.28268272784359716
Christiana,2,Red Robin Gourmet Burgers and Brews,3.0,86,239,0.24478412926441462
Christiana,3,The Greene Turtle Sports Bar & Grille,3.0,73,70,0.24329649411257945
Christiana,4,Famous Dave's Bar-B-Que,3.0,64,127,0.24326766680268072
Christiana,5,Jersey Mike's Subs,3.0,19,5,0.2407819377401465
Churchville,1,Russell Gardens Center,5.0,19,9,0.4008049509343779
Churchville,2,Churchville Inn,3.0,286,242,0.2527295075533228
Churchville,3,Susan's Cats and Kittens,3.0,12,0,0.24047568710359407
Churchville,4,Tom Adams Storm Windows,2.5,15,3,0.20061186877516615
Cinnaminson,1,The Jug Handle Inn,4.0,604,13244,0.42013960364759945
Cinnaminson,2,Preferred Car & Limousine,5.0,18,2,0.40072503725250685
Cinnaminson,3,Mongo's Tire & Auto Repair Service,5.0,12,4,0.40049870029782547
Cinnaminson,4,The Original Mart Soft Pretzel Bakery,4.5,74,193,0.36404379042715995
Cinnaminson,5,Baba Grill,4.5,71,23,0.3629468078964287
Citrus Park,1,ALDI,4.0,25,176,0.3220035953453342
Citrus Park,2,BJ's Restaurant & Brewhouse,3.5,291,870,0.2965407820074771
Citrus Park,3,Carrabba's Italian Grill,3.5,97,376,0.28600837767846654
Citrus Park,4,Matt's Plumbing Services,3.5,26,2,0.28104216198823617
Claerwater,1,Mister Car Wash,3.0,30,53,0.2414941425825507
Clarksboro,1,Berkley Nail Lounge,4.5,13,1,0.3605210809941181
Clarksboro,2,Cinder Bar,4.0,298,479,0.334568726415125
Clarksboro,3,Death of The Fox Brewing,4.0,53,69,0.3224979289746982
Clarksboro,4,Idea Asian Restaurant,4.0,48,20,0.3220178143855332
Clarksboro,5,Platt's Farm Market,4.0,18,15,0.3207998301337588
Clarksville,1,Chris' Pizza Village,4.0,36,69,0.32182403891127326
Claymont,1,Mighty Muffler,5.0,18,1,0.400719283953949
Claymont,2,3 J's Discount Tires,5.0,16,6,0.40066876926280587
Claymont,3,Charlie's Pizza,4.5,39,7,0.3615862561765857
Claymont,4,Mr Royal Touch Mobile Detailing & Presure washing,4.5,14,35,0.36075633373705085
Claymont,5,Ny Gyro & Grill,4.5,15,6,0.3606291286708397
Clayton,1,Craft Beer Cellar Clayton,5.0,75,246,0.4043883558426916
Clayton,2,Yhanne's House of Cheesecakes,5.0,48,6,0.4019372682057234
Clayton,3,Infinity Laser Hair Removal & Skin Rejuvenation,5.0,37,31,0.40164505415804147
Clayton,4,Shaw Park,5.0,20,141,0.4016040269359789
Clayton,5,The Wine Merchant,5.0,22,127,0.40160276194010147
ClearWater,1,uBreakiFix,4.5,45,8,0.3618298530269406
Clearwater,1,Clear Sky Cafe,4.5,1824,2372,0.44595126392549633
Clearwater,2,Lenny's Restaurant,4.5,992,1781,0.40957009196195676
Clearwater,3,Kpicu,5.0,203,103,0.4086396299205907
Clearwater,4,The Mint Fox Cookies & Ice Cream,5.0,149,131,0.40666013031403686
Clearwater,5,Psychic Medium Valentina,5.0,52,744,0.4063417649092739
Clearwater Beach,1,Frenchy's Rockaway Grill,4.0,2301,3784,0.43298348385703084
Clearwater Beach,2,Chute Em Up Parasailing,5.0,51,84,0.4025049472691334
Clearwater Beach,3,Clearwater Paddleboard,5.0,39,17,0.40164378916216403
Clearwater Beach,4,Clearwater Beach,4.5,601,3061,0.40143484265721796
Clearwater Beach,5,Clearwater Beach Fitness,5.0,17,22,0.40080046263169744
Clearwater/ Countryside,1,Carmel Kitchen & Wine Bar,4.0,392,547,0.33868616636187837
Clementon,1,Mavis Discount Tire,5.0,12,5,0.4005044535963833
Clementon,2,Sapphire Nail Lounge,4.5,42,19,0.3617742175351783
Clementon,3,Matt Cadabra,4.5,23,0,0.36091173361522205
Clementon,4,Jamrock Raggaae Soul,4.5,16,2,0.3606457560685745
Clementon,5,Wine Warehouse -  Blackwood,4.5,11,29,0.36060289216980534
Clermont,1,Bombay Masala,5.0,22,14,0.40095263920306556
Clermont,2,Soul Bear BBQ,4.0,35,12,0.3214564603015102
Clermont,3,Dairy Queen Grill & Chill,3.5,20,142,0.2816097802345367
Clermont,4,Lola's Bowl and Bistro,3.5,28,21,0.2812307558447675
Clifton Heights,1,Rosati Ice,5.0,15,16,0.40068666165641803
Clifton Heights,2,The Original Clam Tavern,4.5,209,265,0.3698095078387578
Clifton Heights,3,Gaetano's Pizzeria,4.5,120,62,0.3651135755465269
Clifton Heights,4,Best Quality Pizza & Grill,4.5,27,20,0.3611853619542435
Clifton Heights,5,New Image Detailing,4.5,19,3,0.36077043114303087
Coatesville,1,Chester County Dental Arts,5.0,13,17,0.4006131337710435
Coatesville,2,Stargazers Vineyard,4.5,20,9,0.36084459152634407
Coatesville,3,Jacks Pizza,4.0,58,63,0.322661612143182
Coatesville,4,Double D Diner,4.0,38,27,0.32166168155577635
Coatesville,5,Little Anthony's Pizza & Grille,4.0,34,37,0.32156065217349
Cold Springs,1,Village Grill,3.5,63,133,0.2832625460020616
College Place,1,Valvoline Instant Oil Change,4.5,13,2,0.36052683429267596
Collegeville,1,Ava's Ice Cream and Water Ice,5.0,58,28,0.4024602466936576
Collegeville,2,Quality Appliance Service,5.0,28,0,0.4011099365750529
Collegeville,3,Father & Son Locksmith,5.0,19,0,0.4007531712473573
Collegeville,4,Chiccarines Diamonds & Jewelry,5.0,13,10,0.4005728606811387
Collegeville,5,Barry Davis Produce Stand,5.0,13,8,0.400561354084023
Collingdale,1,Kelly's Kandy & Nuts,5.0,11,7,0.40047631960153285
Collingdale,2,Pho 4 Seasons,4.5,68,120,0.3633859560806406
Collingdale,3,Cupcakeology,4.5,47,32,0.3620472133762611
Collingdale,4,Malo's Pizza & Pasta,4.5,23,6,0.3609462534065691
Collingdale,5,Fuji Hibachi And Chinese Cuisine,4.5,12,3,0.36049294699926765
Collingswood,1,The Candy Jar,5.0,50,42,0.40222366813773797
Collingswood,2,Justin's Collingswood Barber Shop,5.0,43,64,0.4020727565622472
Collingswood,3,Haddon Culinary,5.0,47,22,0.40198968039068267
Collingswood,4,Exit 4 Private Escape Rooms - Collingswood,5.0,40,11,0.40164890996278324
Collingswood,5,Albertino's Italian,5.0,36,14,0.401507607490592
Collinsville,1,Dean's Liquor,5.0,11,13,0.40051083939287985
Collinsville,2,Cahokia Mounds,4.5,65,235,0.36392866363889365
Collinsville,3,Kruta Collinsville Bakery,4.5,67,76,0.3630931703521295
Collinsville,4,Bert's Chuckwagon,4.5,57,85,0.3627485441194883
Collinsville,5,Sizzor Shak,4.5,32,45,0.36152739737802037
Colmar,1,Caliber Collision,5.0,14,3,0.4005722281832
Colmar,2,Yum Yum Bake Shops,4.5,182,537,0.3703041090634036
Colmar,3,Mi Mex Cocina,4.5,44,17,0.3618419921219949
Colmar,4,"Capt'n Chucky's Crab Cake Co, Colmar",4.5,18,6,0.36074805044673824
Colmar,5,Sneha Beauty Salon,4.5,11,1,0.3604417998101858
Columbia,1,Chateau La VIn,5.0,13,63,0.40087778550470415
Columbia,2,Stumpy's Spirits,5.0,17,17,0.40077169613890823
Columbia,3,Dear Diva Desserts,5.0,12,4,0.40049870029782547
Columbia,4,Thai House,4.5,117,138,0.36543190446102425
Columbia,5,Proving Ground,4.5,48,41,0.3621386336552478
Columbus,1,Pete's Pizza,4.5,57,54,0.3625701918641953
Columbus,2,Stoltzfus BBQ,4.5,18,83,0.3611910544356919
Columbus,3,Corner House Tavern,4.5,15,28,0.36075570123911216
Columbus,4,The Chicken Coop,4.5,12,22,0.3606022596718666
Columbus,5,Columbus Farmer's Market & Flea Market,4.0,159,547,0.32944990843376
Concord Township,1,Outback Steakhouse,3.0,80,169,0.2441435548135688
Concordville,1,Birds & Bees,3.5,12,8,0.2805217134920568
Concordville,2,Concordville Inn,2.5,100,113,0.20461418193365324
Concordville,3,Duffer's Pub,2.5,73,140,0.20369922501162824
Concordville,4,McDonald's,1.5,19,0,0.1207531712473573
Conshohocken,1,El Limon,4.5,1001,1687,0.4093860472252153
Conshohocken,2,Bucci's Jewelry & Design,5.0,73,4,0.402916776407762
Conshohocken,3,Edwards-Freeman Nut,5.0,47,122,0.4025650102464666
Conshohocken,4,Project Escape,5.0,55,18,0.40228379193218067
Conshohocken,5,Tone Zone Fitness Studio,5.0,19,130,0.4015011000598765
Conshohoeken,1,Tierra Caliente,3.5,94,59,0.2840656602597328
Cornwells Hts,1,Lertak Building Sustainment,1.0,31,1,0.08123461164950924
Corona De Tucson,1,Argenziano's,4.0,186,148,0.3282246382922686
Corona De Tucson,2,Ace Hardware,3.5,12,1,0.2804814404021519
Corona de Tucson,1,Tay's Brew House,5.0,19,41,0.40098905648822875
Corona de Tucson,2,Charquitas,4.0,19,9,0.32080495093437794
Cortaro,1,Red Stag Painting,4.5,12,0,0.3604756871035941
Cottage Hills,1,Doc Holliday's Saloon & Steakery,2.5,15,19,0.20070392155209157
Covington,1,All American Inspections & Testing,5.0,20,1,0.4007985651378813
Creamery,1,Creamery Tire,4.5,109,67,0.3647062955276882
Crestwood,1,Starbucks,4.0,28,1244,0.3282670399810057
Crestwood,2,King Edwards Fried Chicken,4.0,147,244,0.32723097186714045
Crestwood,3,Malone's Grill & Pub,4.0,44,134,0.3225151280532622
Crestwood,4,ALDI,4.0,12,146,0.32131566869303874
Crestwood,5,Planet Fitness,4.0,22,22,0.32099866559152834
Creve Coeur,1,Lux Media Studio,5.0,75,2,0.4029845509945787
Creve Coeur,2,Genovese Jewelers,5.0,65,36,0.4027837572258835
Creve Coeur,3,The Wine & Cheese Place,5.0,13,195,0.401637220914339
Creve Coeur,4,Watch Technicians,5.0,35,33,0.40157727957122485
Creve Coeur,5,Vincent's Jewelers,5.0,25,10,0.40104854778473276
Creve Couer,1,LasikPlus,5.0,33,28,0.4014692318945033
Creve Couer,2,Calvert's Express Auto Service & Tire,2.0,21,3,0.1608497123269632
Croydon,1,Neshaminy Creek Brewing Company,4.5,115,360,0.36662985555693234
Croydon,2,Smokerhead Barbecue,4.5,32,20,0.36138356491407436
Croydon,3,China Wok Restaurant,4.5,19,27,0.36090851030841903
Croydon,4,Johnston's Sporting Goods,4.5,12,0,0.3604756871035941
Croydon,5,Dog and Bull,4.0,406,852,0.34099589070954595
Crum Lynne,1,Zac's Hamburgers,4.0,20,18,0.3208963712133646
Crum Lynne,2,Sciarrino's,2.5,17,3,0.20069114995909848
Crum Lynne,3,TransUnion Consumer Solutions,1.5,15,0,0.1205946088794926
Crystal Beach,1,A Arnies Dependable Appliance Repair,5.0,14,14,0.4006355144673362
Cumberland,1,Dairy Queen Grill & Chill,4.0,18,44,0.32096667579193616
DELRAN,1,Star Restaurant,4.5,86,74,0.3638348350023711
DONELSON,1,Sonic Drive-In,2.0,28,105,0.16171403292362604
DOWNINGTOWN,1,Manny's Septic Services,4.5,12,0,0.3604756871035941
Dade City,1,Pearl in the Grove,4.5,92,83,0.36412445824118866
Dade City,2,TreeHoppers Aerial Adventure Park,4.5,56,77,0.3626628771390594
Dade City,3,Scream-A-Geddon,4.0,119,202,0.32587939675265837
Dade City,4,Flying J Travel Center,3.5,27,137,0.2818584978855107
Dade City,5,Lake Jovita Golf and Country Club,3.0,11,27,0.24059138557268958
Danville,1,Beasley's Orchard,4.5,62,107,0.36307331964759165
Danville,2,Los Patios,4.0,34,24,0.3214858592922381
Danville,3,Pizza Hut,3.0,12,4,0.24049870029782544
Danville,4,Jack's Pizza,2.0,16,3,0.16065150936713232
Darby,1,Fortech Electricians,5.0,12,0,0.4004756871035941
Darby,2,Emily Nails,4.5,14,4,0.36057798148175785
Darby,3,Chef Uncle Willie 2,4.0,17,9,0.3207256697504456
Darby,4,S & S Island Cuisine,3.5,44,18,0.2818477454205527
Darby,5,Happy Inn,3.5,12,27,0.28063102616465574
Delanco,1,Pennington Park,4.0,14,95,0.3211015316505213
Delanco,2,Vinnys Pizza,3.5,17,10,0.28073142304900334
Delaware County,1,Easy Rider Repair,5.0,13,0,0.40051532769556025
Delran,1,L & M Bakery,4.5,137,91,0.3659543112681292
Delran,2,Dredge Harbor Dockside Cafe,4.5,27,192,0.36217492930619194
Delran,3,The Meadows Original Frozen Custard,4.5,42,64,0.3620331159702811
Delran,4,Hyperion Tree Service,4.5,39,0,0.3615459830866808
Delran,5,Amico Island State Park,4.5,12,64,0.36084389821129587
Delran Township,1,Ott's Tavern,2.5,50,127,0.20271269851515433
Deptford,1,Action Wheels,5.0,28,10,0.4011674695606313
Deptford,2,Pinto Thong Thai Cuisine,4.5,131,138,0.3659868727485507
Deptford,3,Sushi Express,4.5,49,41,0.36217827424721394
Deptford,4,Talk N Coffee,4.5,31,51,0.36152227657740127
Deptford,5,Berry Creamy Frozen Yogurt,4.5,14,94,0.36109577835196344
Deptford Township,1,Zuppetta Italian Kitchen & Catering,5.0,22,6,0.4009066128146029
Deptford Township,2,Linda Burns Catering,4.5,13,0,0.3605153276955603
Deptford Township,3,1st Response Pest Control,4.5,12,3,0.36049294699926765
Deptford Township,4,Mission BBQ,4.0,199,241,0.32927502275370796
Deptford Township,5,Viet Pho,4.0,69,42,0.3229768393850953
Des Peres,1,barre3 St. Louis - Des Peres,5.0,27,24,0.40120837514847485
Des Peres,2,Flavors Indian Cuisine,5.0,17,7,0.40071416315332986
Des Peres,3,Wilson Means Salon,5.0,15,14,0.40067515505930235
Des Peres,4,OK Vacuum & Janitor Supply,5.0,13,7,0.40055560078546515
Des Peres,5,Bijoux Handcrafted Chocolates,5.0,11,5,0.40046481300441716
Devon,1,Jyoti Henna Artist,5.0,42,12,0.4017339444452734
Devon,2,"Steve Tsao - BHHS Fox & Roach, Realtors",5.0,18,0,0.40071353065539117
Devon,3,Pour Richard's Coffee,4.5,106,171,0.365185716801805
Devon,4,Bualoy Cuisine,4.5,98,60,0.3642299759261554
Devon,5,The Black Cat Cafe,4.5,92,91,0.3641704846296514
Devon-Berwyn,1,Chic & Simple Resale Shop,2.5,17,3,0.20069114995909848
Donelson,1,Take 5 Oil Change,4.5,11,2,0.36044755310874366
Donelson,2,Valvoline Instant Oil Change,3.0,13,8,0.24056135408402296
Donelson,3,Embassy Dental - Donelson,2.0,32,5,0.1612972654357068
Douglassville,1,Hidden River Brewing Company,4.0,71,141,0.32362569712625383
Dover,1,Nidia's Latin Grill,4.5,19,10,0.36081070423293576
Dover,2,Berry Barn,4.5,14,32,0.3607390738413774
Dover,3,Cross Creek Ranch,4.5,15,10,0.36065214186507105
Dover,4,Diamond Hill Golf and Country Club,3.0,13,26,0.2406649134580641
Dover,5,Burger King,2.5,12,51,0.2007691053300439
Downingtown,1,Coppertown Espresso Smoothie Inc,5.0,27,14,0.4011508421628964
Downingtown,2,Bottle Room,5.0,15,19,0.40070392155209156
Downingtown,3,San Marco Pasta,5.0,14,4,0.4005779814817578
Downingtown,4,Rex Carle Automotive,5.0,13,2,0.40052683429267594
Downingtown,5,"Progress Plumbing, Heating & Electric Co",5.0,11,1,0.4004417998101858
Downtown,1,Congregation Coffee,4.5,20,34,0.36098842399029
Downtown Indianapolis,1,Orangetheory Fitness Downtown Indianapolis,4.5,17,30,0.3608464890201602
Doylestown,1,Leather Surgeons,5.0,110,0,0.4043604651162791
Doylestown,2,Kids Castle,5.0,50,126,0.4027069452165965
Doylestown,3,Dtown Tech,5.0,64,8,0.4025830242742979
Doylestown,4,Native Cafe,5.0,38,89,0.40201838606636237
Doylestown,5,Master Eyebrow Threading & Full Service Salon,5.0,31,10,0.4012863913365298
Dresher,1,Rose Bridge Farm & Sanctuary,5.0,15,2,0.4006061154766083
Dresher,2,Ra's Very Eatery,4.5,133,44,0.365525343868046
Dresher,3,George's Market at Dreshertown,4.5,45,56,0.36210601135771686
Dresher,4,Track 3 Microbrewery and Coffee House,4.5,17,29,0.36084073572160236
Dresher,5,Clean Juice Upper Dublin,4.5,13,4,0.36053834088979164
Drexel Hil,1,Wonder Nails,4.0,21,15,0.3209187519096573
Drexel Hill,1,Pilgrim Shoe Repair,5.0,40,4,0.40160863687287834
Drexel Hill,2,Ahvali BYOB,5.0,19,10,0.40081070423293574
Drexel Hill,3,Lou Curley's Chimney Service,5.0,17,5,0.4007026565562142
Drexel Hill,4,Bonnie's Wonder Gardens,5.0,13,2,0.40052683429267594
Drexel Hill,5,John Hauser's Drexel Automotive,5.0,12,1,0.40048144040215194
Dublin,1,Dancing Pig BBQ,4.5,54,28,0.36230168432579296
Dublin,2,Brown's Doughnut  & Pastry,4.5,29,8,0.3611956035554818
Dublin,3,Bucks County Seafood,4.5,20,10,0.3608503448249019
Dublin,3,Original Dominick's,4.5,20,10,0.3608503448249019
Dublin,4,Luberto's Brickoven Pizza,4.0,96,50,0.3240931617566447
Dublin,5,Dam Good Cafe,4.0,60,59,0.322717880132883
Dunedin,1,The Restorative,5.0,113,99,0.4050489634494038
Dunedin,2,HopScotch Cafe,5.0,111,55,0.40471653712892647
Dunedin,3,Parlor House Bistro,5.0,88,21,0.40360919136273793
Dunedin,4,Escape Root Juicery,5.0,80,70,0.40357397825634267
Dunedin,5,Carvor's Fish House,5.0,64,31,0.4027153501411282
Dunnellon,1,Florida Garage Door Pros,4.5,12,1,0.36048144040215196
Dupo,1,Triple Lakes Tavern,5.0,11,81,0.40090206369481296
Dupo,2,Good Times Saloon,3.0,11,12,0.24050508609432197
E. Norristown,1,Dickey's Barbecue Pit,3.0,50,40,0.24221216154062225
Eagle,1,Elevate A Wax and Facial Boutique,5.0,54,115,0.402802221300325
Eagle,2,K & Co Family Jewelers,5.0,54,35,0.4023419574156978
Eagle,3,VIP Construction,5.0,57,0,0.4022595137420719
Eagle,4,Boisebooth,5.0,48,1,0.4019085017129342
Eagle,5,Accurate Roofing Solutions,5.0,44,6,0.4017787058378587
"Eagle,",1,EcoGreen Carpet Care,5.0,19,1,0.40075892454591516
Eagleville,1,El Volcan cocina mexicana,5.0,25,5,0.40101978129194354
Eagleville,2,Ollie's Bargain Outlet,5.0,11,28,0.4005971388712475
Eagleville,3,Ebru Coffee,4.5,97,70,0.36424786831976763
Eagleville,4,Padrino's Pizzeria & Ristorante,4.5,36,73,0.3618470521055046
Eagleville,5,Nirvana Indian Bistro,4.5,40,9,0.3616374033656676
Earlington,1,Pinball Parlour,4.0,23,18,0.3210152929892632
Earlington,2,Earl-Bowl Lanes,4.0,14,21,0.32067578755724113
Earth City,1,Adamo's Italian Restaurant,4.0,81,109,0.32383799749206466
Earth City,2,Sonesta Simply Suites St Louis Earth City,4.0,13,30,0.3206879266522955
Earth City,3,Cord Moving and Storage,3.5,16,0,0.28063424947145876
Earth City,4,Bhann Thai,3.0,47,99,0.24243268437963628
Earth City,5,Residence Inn St. Louis Airport/Earth City,3.0,26,63,0.2413931132002644
East Alton,1,Mr. Pancho’s,4.5,27,27,0.3612256350441484
East Alton,2,Casa Romero,4.5,22,34,0.3610677051742224
East Alton,3,Airliner Bar & Grill,4.0,11,66,0.3208157642164454
East Alton,4,J.J. Thermo's Bar and Grill,3.5,30,16,0.2812812705359106
East Alton,5,China Star Restaurant,3.0,15,5,0.24062337537228182
East Boise,1,Flying J Travel Center,2.5,17,22,0.20080046263169743
East Edmonton,1,Fatburger,3.0,23,63,0.24127419142436587
East Falls,1,Fiorino,4.5,361,286,0.37595569708733084
East Lansdowne,1,Jalena's,4.0,16,28,0.3207953418310784
East Lansdowne,2,Mr. Wings,2.5,24,11,0.2010146604913244
East Nashville,1,Ugly Mugs Coffee & Tea,4.5,331,1446,0.3814403056554398
East Nashville,2,Orangetheory Fitness East Nashville,4.0,12,2,0.3204871937007098
East Nashville,3,3 Crow Bar,3.5,226,1608,0.2982100778653616
East Norristown,1,Suburban Community Hospital,2.0,14,26,0.1607045540500303
East Norriton,1,Really Cooking with Robin,5.0,26,9,0.4010824350781411
East Norriton,2,BPMzone Fitness,5.0,11,2,0.40044755310874364
East Norriton,3,BlueFin Restaurant,4.5,315,462,0.37514481040306663
East Norriton,4,Lush Lacquer Nail Bar,4.5,94,24,0.3638642948102085
East Norriton,5,Heavenly Spa,4.5,62,49,0.36273962833123696
East Saint Louis,1,China Express,4.0,11,21,0.3205568657813426
East Saint Louis,2,Cahokia RV Parque,3.5,16,3,0.2806515093671323
East Saint Louis,3,DraftKings at Casino Queen,2.5,85,344,0.20534858502102166
East Saint Louis,4,Hollywood Show Club,2.5,12,18,0.2005792464776352
East Saint Louis,5,The Ticket Guys,2.5,11,2,0.2004475531087436
East St Louis,1,Malcolm W. Martin Memorial Park,4.0,24,73,0.32137136500191055
East St Louis,2,The Diner,4.0,14,36,0.3207620870356087
East St Louis,3,Gateway Motorsports Park,3.5,17,187,0.281749756893741
East St. Louis,1,Big Mama's Bbq Express,4.0,57,54,0.32257019186419533
East St. Louis,2,Speedway Salvage,3.0,14,15,0.24064126776589403
East St. Louis,3,Familia Dental,1.0,15,3,0.08061186877516613
East Tampa,1,Crunch Fitness - Tampa Palms,3.0,72,364,0.24494832329661817
Eastampton,1,537 Subs & More,4.5,34,61,0.36169873133887814
Eastampton,2,John & Molly's,4.0,264,383,0.3326686296267225
Eastampton,3,Dunkin',3.0,14,49,0.2408368799168606
Eastampton,4,The Olde World Bakery & Cafe,2.5,77,63,0.20341478339053926
Eastampton Township,1,O'Connor's American Bar & Grille,4.0,131,158,0.3261019387197075
Eastampton Township,2,Russo's Pub & Italian Restaurant,3.0,74,74,0.24335914789877697
